159	 1.84342	 1.85673	 0.62843	 0.59433	 4.31369	 4.34094	 4.22102	 4.23538	 2.79940	 2.81342	 0.77578	 0.78766	
160	 1.87432	 1.90686	 0.48587	 0.44644	 4.67618	 4.71528	 4.31064	 4.33062	 2.87515	 2.89490	 0.76290	 0.78018	
161	 1.85710	 1.90408	 0.35850	 0.31848	 4.97350	 5.02335	 4.36680	 4.39248	 2.92586	 2.94865	 0.74820	 0.77004	
162	 1.78688	 1.85055	 0.20779	 0.16681	 5.30003	 5.36304	 4.40758	 4.44056	 2.96643	 2.99207	 0.72699	 0.75409	
163	 1.66504	 1.74602	 0.05653	 0.01410	 5.59950	 5.67628	 4.42107	 4.46181	 2.98540	 3.01399	 0.70169	 0.73396	
164	 1.52210	 1.61855	-0.07233	-0.11620	 5.83056	 5.91958	 4.41046	 4.45811	 2.98354	 3.01512	 0.67701	 0.71359	
165	 1.31404	 1.42928	-0.22034	-0.26588	 6.06552	 6.16929	 4.37185	 4.42775	 2.95946	 2.99530	 0.64505	 0.68646	
166	 1.10366	 1.23554	-0.34402	-0.39089	 6.23352	 6.35032	 4.31608	 4.37917	 2.91962	 2.95984	 0.61521	 0.66056	
167	 0.82534	 0.97718	-0.48315	-0.53135	 6.38619	 6.51862	 4.22450	 4.29609	 2.85050	 2.89668	 0.57788	 0.62757	
168	 0.56262	 0.73188	-0.59682	-0.64592	 6.47658	 6.62273	 4.12338	 4.20230	 2.77186	 2.82383	 0.54403	 0.59716	
169	 0.23314	 0.42289	-0.72157	-0.77139	 6.53106	 6.69357	 3.97933	 4.06681	 2.65772	 2.71714	 0.50272	 0.55950	
170	-0.06452	 0.14279	-0.82067	-0.87083	 6.53133	 6.70816	 3.83389	 3.92871	 2.54110	 2.60740	 0.46604	 0.52561	
171	-0.42390	-0.19637	-0.92594	-0.97613	 6.47461	 6.66842	 3.63925	 3.74260	 2.38384	 2.45862	 0.42212	 0.48451	
172	-0.73764	-0.49318	-1.00638	-1.05630	 6.37518	 6.58377	 3.45173	 3.56233	 2.23165	 2.31398	 0.38377	 0.44817	
173	-1.10445	-0.84097	-1.08778	-1.13703	 6.19813	 6.42417	 3.20984	 3.32884	 2.03499	 2.12632	 0.33852	 0.40479	
174	-1.46584	-1.18441	-1.15480	-1.20303	 5.95415	 6.19783	 2.94439	 3.07167	 1.81927	 1.91963	 0.29306	 0.36064	
175	-1.76638	-1.47061	-1.20013	-1.24723	 5.69139	 5.95028	 2.69929	 2.83357	 1.62058	 1.72861	 0.25415	 0.32241	
176	-2.10065	-1.78965	-1.23826	-1.28375	 5.32259	 5.59928	 2.39441	 2.53672	 1.37449	 1.49124	 0.20908	 0.27760	
177	-2.36879	-2.04619	-1.25789	-1.30179	 4.95401	 5.24594	 2.11826	 2.26732	 1.15292	 1.27686	 0.17091	 0.23918	
178	-2.65508	-2.32088	-1.26522	-1.30706	 4.46465	 4.77426	 1.78066	 1.93743	 0.88417	 1.01601	 0.12710	 0.19456	
